PAROLA,FREQUENZA
immediately,9686
mistress,9686
broad,9682
middle,9678
lives,9650
smiled,9642
served,9638
names,9635
nose,9635
sins,9635
lead,9630
persons,9628
righteous,9624
interest,9613
talked,9612
equal,9610
proper,9609
mountain,9603
running,9598
safe,9594
finished,9591
adventure,9581
threw,9578
language,9559
tired,9552
showed,9551
jews,9549
levites,9540
castle,9519
yourselves,9508
sing,9502
prophet,9496
various,9496
rain,9486
enjoy,9454
francs,9438
speech,9424
prince,9416
busy,9413
bosom,9403
crown,9403
looks,9399
understanding,9393
marie,9392
occasion,9391
grand,9387
virtue,9383
joseph,9377
mingled,9374
madeleine,9372
listen,9368
seized,9366
nation,9358
wrote,9355
carriage,9353
generous,9344
surprise,9319
sheep,9305
calling,9290
hearing,9290
fond,9289
lot,9284
precious,9284
inheritance,9273
everyone,9269
families,9268
blind,9260
queen,9260
smote,9256
e,9244
rocinante,9240
minutes,9209
sky,9200
hide,9192
seated,9192
reign,9190
woe,9182
teach,9181
kiss,9177
slew,9168
finding,9163
inhabitants,9154
suffer,9148
future,9144
philistines,9144
abraham,9141
obey,9130
former,9127
fat,9124
opinion,9091
unless,9090
beloved,9084
prison,9083
tribe,9062
usual,9057
fault,9054
lovely,9054
conscience,9051
grandfather,9011
famous,9005
across,9004
holding,9001
witness,8996
buy,8960
eliza,8960
shield,8956
shoulder,8956
hung,8946
ourselves,8937
disciples,8936
arose,8934
dwelt,8906
changed,8904
journey,8903
wounded,8903
allowed,8888
remembered,8881
reading,8877
tall,8876
spirits,8873
single,8868
doesn,8860
unhappy,8853
arrived,8852
note,8848
angry,8846
fashion,8825
fool,8825
taught,8822
buried,8818
allow,8814
didst,8801
fyodorovitch,8788
lance,8767
parts,8766
pieces,8765
valiant,8731
music,8729
bent,8720
pure,8697
resolved,8678
prove,8675
handsome,8666
memory,8651
prophets,8648
noah,8644
somewhat,8629
aid,8627
clean,8627
thick,8625
possessed,8623
draw,8620
flight,8612
homer,8610
office,8607
oil,8601
marry,8599
charming,8591
mad,8587
passing,8576
honest,8552
author,8523
questions,8520
listened,8510
advice,8503
counsel,8501
warm,8469
troubled,8465
splendid,8464
english,8454
enjolras,8448
camp,8430
act,8428
anxious,8410
suit,8404
doth,8402
prepared,8396
hopes,8390
calls,8387
lo,8386
latter,8384
raise,8382
ark,8376
barber,8375
faithful,8373
spring,8366
greatly,8354
topsy,8341
telling,8333
understood,8322
formed,8320
matters,8320
linen,8319
figure,8318
nine,8310
chloe,8306
brownlow,8304
begun,8284
sorts,8269
french,8260
sisters,8254
dying,8244
drop,8243
forgot,8238
ma,8234
clouds,8231
saved,8226
swear,8226
liberty,8223
hid,8222
shew,8208
writing,8206
leaves,8204
style,8200
whither,8193
flew,8192
consider,8177
thence,8176
le,8170
empty,8159
contrary,8155
yesterday,8152
foe,8146
begat,8144
reader,8135
quarter,8123
walking,8122
uncle,8095
uttered,8093
merely,8083
missis,8072
lose,8066
bhaer,8064
yours,8061
suffering,8051
lion,8033
favour,8024
bitter,8022
grow,8020
weak,8013
inquired,8007
eternal,8003
gives,7996
brass,7988
rejoice,7985
stretched,7978
elders,7966
swift,7961
utter,7954
skies,7950
hurt,7949
rock,7926
whence,7920
grass,7918
bird,7905
danger,7904
school,7895
dogs,7890
spear,7890
cubits,7888
entirely,7886
reach,7882
bottom,7868
windows,7854
patience,7848
shot,7833
beasts,7827
joshua,7812
police,7805
government,7804
gather,7801
waited,7798
honor,7794
flies,7793
gillenormand,7788
everybody,7781
possess,7780
spoil,7765
cover,7763
particular,7756
crying,7751
resumed,7748
dost,7742
drive,7730
france,7714
killed,7706
unclean,7700
south,7699
falling,7686
chosen,7685
reigned,7685
reward,7685
outside,7682
wasn,7679
arise,7675
removed,7659
takes,7658
wore,7655
summer,7650
fun,7648
shed,7641
hell,7622
heavens,7610
kissed,7605
taste,7604
feast,7599
wives,7576
smiling,7568
terror,7566
likewise,7557
altogether,7542
box,7538
watched,7533
grecian,7530
wear,7522
mortal,7520
burned,7519
sam,7514
noble,7513
aloud,7496
burning,7495
post,7488
decided,7485
bill,7474
dry,7469
position,7469
birth,7457
slave,7456
calm,7453
powers,7452
vessels,7449
wings,7440
forced,7438
destroyed,7435
courage,7426
shop,7422
greatest,7419
l,7413
keeping,7410
adventures,7400
simply,7394
combat,7393
ships,7379
probably,7378
armour,7376
angels,7370
produced,7370
image,7367
hill,7365
prize,7355
north,7345
nonsense,7336
quick,7325
distant,7306
tent,7300
feelings,7289
share,7285
gloomy,7273
sides,7271
ii,7269
doors,7267
paul,7264
jordan,7260
mancha,7260
add,7254
sell,7248
merry,7239
softly,7233
deeds,7220
maid,7219
thin,7219
chivalry,7213
particularly,7210
freedom,7207
throughout,7198
condition,7196
kitchen,7194
lofty,7187
quietly,7187
heroes,7169
ajax,7161
finger,7157
truly,7152
tea,7144
cousin,7141
listening,7135
valley,7130
abroad,7127
committed,7122
space,7122
search,7115
watching,7099
patroclus,7084
winter,7083
hall,7080
portion,7076
professor,7072
hot,7071
grown,7063
gifts,7062
regard,7055
confess,7048
wash,7025
settled,7021
east,7018
stands,7014
humble,7013
loving,7011
beat,7010
opening,7003
legs,6995
presented,6988
chariot,6987
drawn,6979
laughter,6976
height,6972
health,6970
glorious,6965
peculiar,6958
lower,6949
rule,6945
passion,6944
peter,6940
supper,6935
fantine,6930
mamma,6928
salvation,6927
considered,6923
named,6922
opposite,6920
island,6919
fingers,6912
fifteen,6889
expected,6878
mysterious,6875
roll,6875
sharp,6873
opportunity,6872
declared,6864
repeated,6864
toboso,6864
exactly,6863
easily,6862
brown,6857
spent,6851
beg,6827
fail,6827
thrust,6823
dropped,6814
shake,6814
played,6811
serious,6811
superior,6811
false,6807
ar,6804
utterly,6804
melancholy,6802
direction,6801
smoke,6792
beard,6777
pardon,6766
success,6761
evidently,6757
cattle,6754
innocent,6750
ease,6739
fill,6733
main,6728
move,6727
hence,6725
thither,6724
singing,6714
weight,6714
flock,6712
laws,6712
bones,6710
ivanovna,6708
begged,6704
candle,6697
boots,6688
baby,6685
whosoever,6684
passage,6672
discovered,6670
join,6663
stars,6659
steeds,6657
lift,6648
misery,6643
goodness,6639
surprised,6639
sees,6631
vengeance,6617
lighted,6615
orders,6611
dread,6610
build,6599
ceased,6595
gay,6585
bade,6569
proceeded,6566
daily,6557
grateful,6550
mounted,6542
appointed,6536
carefully,6531
crowd,6531
weep,6523
saddle,6513
heathen,6508
hole,6496
choose,6492
wants,6491
feeble,6483
drove,6474
gently,6464
measure,6458
news,6458
shining,6458
touching,6456
visit,6454
due,6452
alexey,6448
tear,6442
pour,6441
bowed,6439
yield,6426
hastily,6418
declare,6405
stretch,6401
solemn,6399
fourth,6394
captive,6390
ideas,6381
action,6380
commandment,6372
ephraim,6372
sire,6361
escaped,6356
kindly,6353
parlor,6350
distress,6339
desolate,6337
cap,6326
pace,6317
earnest,6315
eaten,6313
profound,6303
ghost,6295
moments,6294
boat,6288
food,6288
basket,6287
garments,6285
parents,6285
warrior,6262
helped,6261
address,6259
heaps,6256
commandments,6252
wished,6251
teddy,6243
curse,6241
band,6238
benjamin,6237
ordered,6235
couple,6226
perish,6224
yellow,6223
important,6219
border,6218
gift,6215
camilla,6204
heavenly,6202
engaged,6199
bought,6198
attempt,6193
expect,6189
heap,6180
prey,6158
foolish,6149
kindness,6149
content,6148
awful,6138
plan,6138
frightened,6132
cloth,6130
cart,6129
bearing,6125
depths,6125
depart,6123
destruction,6122
entering,6120
verily,6120
willing,6115
wounds,6115
vast,6113
turns,6106
ha,6103
ruin,6099
afternoon,6083
sore,6081
whispered,6076
cruel,6074
unknown,6074
moon,6068
thrown,6068
observe,6065
car,6059
rate,6059
signs,6059
property,6057
ended,6055
skin,6051
desired,6048
moab,6048
demanded,6046
shepherd,6043
courfeyrac,6039
obliged,6039
labour,6036
mischief,6030
happen,6029
key,6029
lothario,6028
corn,6017
shoes,6015
handkerchief,6013
slept,6013
flying,6010
lines,6007
loves,6000
convent,5997
sigh,5997
anselmo,5984
song,5971
stern,5971
cheeks,5966
effort,5962
stupid,5955
double,5954
harm,5952
weeping,5947
awake,5945
whatsoever,5942
ring,5937
welcome,5929
determined,5926
damsel,5924
board,5922
count,5922
gain,5918
pointed,5917
louis,5916
arranged,5915
regular,5915
stories,5910
cries,5905
forest,5900
wept,5882
gazed,5876
anybody,5864
catch,5862
greek,5861
birds,5859
pursued,5856
slaughter,5855
fernando,5852
press,5850
prevent,5848
mayest,5844
gray,5843
mistake,5842
paused,5838
attend,5833
troops,5826
blessing,5824
smerdyakov,5824
mark,5821
needed,5814
anxiety,5804
saints,5790
revolution,5787
prayers,5782
feared,5779
neighbour,5777
affair,5774
century,5768
fever,5768
forehead,5768
ends,5765
mentioned,5762
weary,5762
dodger,5760
throat,5745
agreed,5724
prepare,5720
reproach,5720
accept,5719
difficulty,5719
addressed,5718
study,5715
creatures,5714
giles,5712
throw,5709
immortal,5704
purple,5701
bachelor,5698
joke,5698
vision,5689
season,5685
th,5682
tis,5680
worn,5669
burden,5667
nancy,5664
lise,5663
marriage,5655
brothers,5651
flame,5651
stairs,5650
helmet,5645
thunder,5644
waste,5638
decidedly,5635
cup,5633
goddess,5630
disappeared,5628
lively,5628
meanwhile,5625
violence,5623
excellent,5622
shade,5622
picture,5620
fix,5618
dozen,5613
peasant,5613
twice,5606
bringing,5605
confidence,5598
silk,5596
bands,5595
plague,5594
poured,5593
fatal,5592
described,5584
b,5571
demi,5570
nay,5564
otherwise,5560
required,5555
seventh,5546
established,5540
loss,5540
knowest,5535
ulysses,5533
comfortable,5532
becoming,5526
officers,5526
advanced,5524
galleys,5522
complete,5520
horror,5515
papa,5515
katerina,5512
chariots,5509
speed,5509
hearken,5508
zion,5508
tied,5505
succeeded,5501
snow,5500
composed,5497
sewer,5489
slow,5487
grant,5486
furious,5485
native,5485
spoiled,5483
cursed,5482
driven,5480
wrought,5480
soldiers,5479
jondrette,5478
anguish,5476
poet,5471
occurred,5458
poverty,5456
household,5444
borne,5441
enchanted,5441
voices,5441
monastery,5438
samuel,5437
lad,5414
del,5412
delighted,5412
lamb,5411
sum,5411
falls,5409
suffered,5409
minister,5406
firm,5402
soldier,5400
pierced,5399
path,5395
du,5392
hills,5392
plainly,5392
absorbed,5391
faint,5391
branches,5387
apart,5377
violent,5367
jeremiah,5364
rejoined,5357
remains,5357
authority,5356
confusion,5348
naturally,5328
hunger,5327
meaning,5325
dapple,5324
des,5310
dignity,5310
enjoyed,5310
everlasting,5306
everywhere,5306
finally,5306
hungry,5306
thief,5304
unable,5301
iv,5299
landlord,5296
nigh,5296
manasseh,5292
joined,5285
becomes,5284
cervantes,5280
increased,5278
narrow,5278
spain,5273
ship,5271
captivity,5266
rough,5266
alas,5260
increase,5258
lovers,5258
bell,5252
hadn,5245
wealth,5243
vessel,5237
iii,5236
trojans,5236
likely,5235
numbered,5232
muttered,5231
naked,5230
roof,5227
quarters,5225
pulled,5221
joab,5220
palace,5220
example,5216
departure,5215
blame,5214
feed,5214
hidden,5212
napoleon,5208
miserable,5202
shouted,5201
sabbath,5200
scattered,5199
tower,5198
crime,5196
laying,5192
higher,5185
funny,5184
mention,5177
proved,5177
silly,5169
oath,5168
deeply,5167
experience,5167
bonnet,5162
ball,5152
progress,5152
flood,5150
chiefs,5148
sanctuary,5143
sofa,5142
appears,5138
stared,5137
shaking,5132
wholly,5129
monarch,5127
manners,5126
mystery,5126
royal,5124
bears,5117
movement,5115
illustration,5111
curiosity,5109
playing,5109
scarcely,5098
grigory,5096
spare,5095
imagine,5090
dreams,5089
flung,5085
oxen,5077
hated,5076
hers,5074
v,5071
cease,5070
vanity,5069
intelligence,5067
emperor,5065
wickedness,5060
fought,5055
raising,5055
refused,5054
cost,5053
hurried,5051
game,5040
attack,5038
judgments,5038
pause,5038
wretch,5035
handed,5026
rendered,5021
brow,5015
fred,5013
notice,5013
working,5013
prisoner,5012
stick,5009
useful,5008
affairs,5006
rosy,4995
cheek,4989
bank,4984
flower,4979
isaac,4978
riches,4978
noticed,4976
relief,4974
visible,4971
incense,4968
marks,4968
fears,4960
samson,4957
retired,4956
cool,4955
goats,4953
breaking,4952
folded,4952
misfortune,4947
points,4947
pronounced,4947
captains,4945
amazed,4943
approach,4933
dorothea,4928
leaning,4928
heed,4926
sighed,4921
cure,4917
asking,4915
knee,4911
started,4911
accepted,4909
cheerful,4909
companion,4909
obeyed,4909
guide,4908
hanging,4906
amazement,4901
goeth,4893
building,4892
torn,4883
skill,4882
wherewith,4878
drunk,4873
curious,4869
habit,4868
task,4868
support,4864
refuge,4860
shewed,4860
immense,4859
pedro,4859
rush,4854
eager,4844
explain,4840
growing,4840
remark,4840
friendly,4839
papers,4836
entrance,4826
generations,4824
wedding,4824
armies,4823
trembled,4823
sage,4820
monk,4819
approaching,4816
beadle,4816
suburbs,4815
officer,4814
mere,4810
maylie,4800
astonished,4799
mass,4796
social,4794
ours,4792
start,4790
degree,4788
private,4788
afterward,4786
sinned,4785
slay,4784
milk,4782
dull,4776
yard,4769
mothers,4765
wretched,4765
canst,4761
gospel,4760
advantage,4755
statutes,4752
patient,4748
showing,4741
council,4740
provided,4740
sallie,4735
wondering,4732
sooner,4729
shadows,4727
storm,4726
charged,4712
deserted,4712
temper,4711
paradise,4708
apparently,4707
clever,4705
strangers,4704
fellows,4700
veil,4697
poetry,4695
tomb,4694
fully,4693
gentiles,4688
breakfast,4687
coast,4687
learning,4686
approached,4685
flee,4682
hearted,4682
maketh,4680
rushed,4678
gets,4674
eating,4672
fleet,4672
odd,4668
shouldn,4666
mademoiselle,4658
troubles,4653
fancied,4652
meantime,4650
giveth,4648
plenty,4648
sober,4648
amid,4644
trade,4644
demand,4642
marmee,4638
defend,4634
sensible,4633
dat,4632
madness,4630
trader,4629
rent,4628
moral,4625
lover,4618
hideous,4616
treasures,4610
treat,4609
hezekiah,4608
pressed,4604
weeks,4602
hoped,4601
result,4592
stopping,4584
carrying,4583
garret,4583
rank,4583
proceed,4582
tables,4575
forms,4567
continually,4559
humanity,4559
desperate,4555
genius,4555
excited,4553
compassion,4552
smite,4552
friendship,4547
folks,4546
wit,4543
difference,4540
dance,4539
refuse,4538
energy,4536
devoted,4533
supposed,4533
gaze,4527
actually,4519
finish,4518
paces,4517
belonged,4514
senses,4513
attitude,4512
bates,4512
harry,4512
efforts,4509
tribes,4509
divided,4506
firmly,4506
restore,4506
luck,4505
toil,4503
special,4502
fro,4497
returning,4496
shouts,4494
gown,4492
prayed,4489
chain,4485
evident,4484
square,4484
blows,4481
earnestly,4481
seeking,4481
